Member_number,Date,itemDescription
2696,2015-09-02,pip fruit
2697,2014-02-17,berries
2697,2014-02-17,dishes
2697,2014-07-07,coffee
2697,2014-07-07,soft cheese
2698,2014-03-31,bottled water
2698,2014-03-31,whole milk
2698,2014-10-14,whole milk
2698,2014-10-14,other vegetables
2698,2015-01-24,beef
2698,2015-01-24,pastry
2698,2015-01-24,yogurt
2698,2015-01-24,chewing gum
2699,2014-05-07,nuts/prunes
2699,2014-05-07,soda
2699,2014-07-18,butter
2699,2014-07-18,sauces
2699,2014-12-03,sliced cheese
2699,2014-12-03,yogurt
2699,2015-04-18,other vegetables
2699,2015-04-18,whole milk
2699,2015-11-28,whipped/sour cream
2699,2015-11-28,pastry
2700,2015-01-22,soda
2700,2015-01-22,tropical fruit
2700,2015-05-13,hamburger meat
2700,2015-05-13,yogurt
2700,2015-10-18,candy
2700,2015-10-18,specialty cheese
2700,2015-11-15,bottled beer
2700,2015-11-15,canned fish
2700,2015-11-15,yogurt
2701,2014-03-12,red/blush wine
2701,2014-03-12,butter
2701,2014-03-12,soda
2701,2014-04-30,chocolate marshmallow
2701,2014-04-30,salt
2701,2014-05-03,ham
2701,2014-05-03,spread cheese
2701,2014-06-17,rolls/buns
2701,2014-06-17,salty snack
2701,2014-08-16,whole milk
2701,2014-08-16,margarine
2702,2014-09-08,pastry
2702,2014-09-08,other vegetables
2702,2014-11-12,bottled water
2702,2014-11-12,brown bread
2702,2015-04-08,tropical fruit
2702,2015-04-08,bottled water
2702,2015-04-08,whipped/sour cream
2702,2015-05-27,pork
2702,2015-05-27,whipped/sour cream
2703,2014-09-29,citrus fruit
2703,2014-09-29,specialty fat
2703,2015-03-27,hamburger meat
2703,2015-03-27,bottled water
2703,2015-05-08,canned beer
2703,2015-05-08,dishes
2703,2015-09-21,ham
2703,2015-09-21,canned beer
2703,2015-09-21,soups
2704,2014-08-02,vinegar
2704,2014-08-02,whole milk
2704,2014-08-02,bottled beer
2704,2015-11-18,frankfurter
2704,2015-11-18,red/blush wine
2704,2015-11-18,rolls/buns
2705,2014-07-25,whole milk
2705,2014-07-25,shopping bags
2705,2014-12-20,root vegetables
2705,2014-12-20,sweet spreads
2705,2015-11-16,meat
2705,2015-11-16,hamburger meat
2706,2014-02-24,citrus fruit
2706,2014-02-24,whipped/sour cream
2706,2014-02-24,liquor
2706,2014-05-03,oil
2706,2014-05-03,soda
2706,2014-05-03,sliced cheese
2706,2014-10-10,whole milk
2706,2014-10-10,misc. beverages
2706,2014-10-30,sugar
2706,2014-10-30,specialty bar
2706,2015-02-12,specialty chocolate
2706,2015-02-12,other vegetables
2706,2015-03-22,frankfurter
2706,2015-03-22,ham
2706,2015-03-22,white wine
2706,2015-03-22,detergent
2706,2015-03-22,popcorn
2706,2015-08-14,sausage
2706,2015-08-14,whole milk
2706,2015-08-14,cake bar
2706,2015-10-03,tropical fruit
2706,2015-10-03,newspapers
2706,2015-10-03,bottled water
2707,2014-03-18,whole milk
2707,2014-03-18,detergent
2707,2014-10-30,margarine
2707,2014-10-30,specialty bar
2707,2015-03-07,meat
2707,2015-03-07,whole milk
2707,2015-03-07,brown bread
2707,2015-03-07,shopping bags
2707,2015-03-07,waffles
2707,2015-05-05,chicken
2707,2015-05-05,whole milk
2707,2015-06-12,frankfurter
2707,2015-06-12,yogurt
2707,2015-06-22,bottled water
2707,2015-06-22,newspapers
2707,2015-10-18,domestic eggs
2707,2015-10-18,pastry
2708,2014-05-25,coffee
2708,2015-02-17,instant coffee
2708,2015-02-17,soda
2708,2015-02-17,frozen meals
2708,2015-02-17,artif. sweetener
2709,2014-01-01,yogurt
2709,2014-01-01,frozen vegetables
2709,2014-04-02,whole milk
2709,2014-04-02,bottled water
2709,2014-05-18,other vegetables
2709,2014-05-18,bottled water
2709,2015-08-20,curd
2709,2015-08-20,citrus fruit
2709,2015-08-20,rolls/buns
2709,2015-08-20,other vegetables
2709,2015-08-20,dessert
2710,2014-12-18,soda
2710,2014-12-18,waffles
2710,2015-10-14,frankfurter
2710,2015-10-14,long life bakery product
2711,2014-10-23,ham
2711,2014-10-23,whipped/sour cream
2711,2014-10-23,soda
2711,2014-10-23,light bulbs
2711,2015-08-18,yogurt
2711,2015-08-18,bottled beer
2711,2015-09-13,light bulbs
2711,2015-09-13,frozen vegetables
2711,2015-09-13,liquor
2711,2015-09-13,citrus fruit
2711,2015-09-13,butter
2711,2015-09-13,chewing gum
2711,2015-09-13,cream cheese
2711,2015-09-13,rolls/buns
2712,2014-06-09,other vegetables
2712,2014-06-09,frozen meals
2712,2014-08-15,rolls/buns
2712,2014-08-15,yogurt
2712,2014-08-15,shopping bags
2712,2015-06-21,root vegetables
2712,2015-06-21,grapes
2712,2015-06-21,whole milk
2712,2015-09-11,other vegetables
2712,2015-09-11,soda
2712,2015-09-11,frozen potato products
2712,2015-09-26,whole milk
2712,2015-09-26,other vegetables
2713,2014-05-08,ketchup
2713,2014-05-08,specialty chocolate
2713,2014-05-21,frozen meals
2713,2014-05-21,canned beer
2713,2014-09-28,long life bakery product
2713,2014-09-28,bottled beer
2713,2014-11-07,coffee
2713,2014-11-07,napkins
2713,2015-08-18,other vegetables
2713,2015-08-18,rolls/buns
2714,2015-03-15,yogurt
2714,2015-03-15,chocolate
2715,2014-01-28,newspapers
2715,2014-01-28,napkins
2715,2014-05-23,pip fruit
2715,2014-05-23,rolls/buns
2715,2014-05-23,yogurt
2715,2014-10-11,canned beer
2715,2014-10-11,detergent
2715,2014-10-11,cake bar
2715,2015-01-08,rolls/buns
2715,2015-01-08,male cosmetics
2715,2015-03-15,sausage
2715,2015-03-15,other vegetables
2715,2015-07-06,ham
2715,2015-07-06,canned beer
2715,2015-07-06,salty snack
2716,2014-01-16,rolls/buns
2716,2014-01-16,curd cheese
2716,2014-03-05,dessert
2716,2014-03-05,dental care
2716,2014-06-09,curd
2716,2014-06-09,soda
2716,2014-09-03,yogurt
2716,2014-09-03,pastry
2716,2014-09-03,bottled water
2716,2015-01-18,sausage
2716,2015-01-18,beef
2716,2015-09-10,tropical fruit
2716,2015-09-10,rolls/buns
2716,2015-09-10,zwieback
2716,2015-09-23,yogurt
2716,2015-09-23,ice cream
2717,2014-01-02,fruit/vegetable juice
2718,2014-01-25,root vegetables
2718,2014-01-25,instant food products
2718,2014-02-07,specialty chocolate
2718,2014-02-07,root vegetables
2718,2014-02-07,popcorn
2718,2014-02-07,soups
2718,2014-02-09,whole milk
2718,2014-02-09,white bread
2718,2014-08-11,packaged fruit/vegetables
2718,2014-08-11,specialty cheese
2718,2014-08-11,margarine
2718,2015-01-25,whole milk
2718,2015-01-25,chewing gum
2718,2015-03-23,butter
2718,2015-03-23,chewing gum
2718,2015-06-08,sausage
2718,2015-06-08,chicken
2718,2015-06-12,canned beer
2718,2015-06-12,turkey
2719,2014-02-16,whole milk
2719,2014-02-16,rolls/buns
2719,2014-02-16,hygiene articles
2719,2014-12-18,grapes
2719,2014-12-18,root vegetables
2719,2015-04-10,other vegetables
2719,2015-04-10,whole milk
2719,2015-04-19,citrus fruit
2719,2015-04-19,soda
2719,2015-04-19,berries
2719,2015-04-19,coffee
2719,2015-04-19,sugar
2719,2015-05-30,frankfurter
2719,2015-05-30,whole milk
2720,2014-06-26,turkey
2720,2014-06-26,rolls/buns
2721,2015-07-15,yogurt
2721,2015-07-15,butter
2721,2015-08-10,cream cheese
2721,2015-08-10,frankfurter
2721,2015-08-10,root vegetables
2721,2015-08-10,yogurt
2722,2014-07-26,root vegetables
2722,2014-07-26,sweet spreads
2722,2014-11-13,citrus fruit
2722,2014-11-13,soda
2723,2014-10-27,citrus fruit
2723,2014-10-27,rolls/buns
2723,2015-01-31,frankfurter
2723,2015-01-31,dishes
2723,2015-05-07,white wine
2723,2015-05-07,tropical fruit
2723,2015-11-03,meat
2723,2015-11-03,beef
2723,2015-11-03,yogurt
2724,2014-04-23,tropical fruit
2724,2014-04-23,pastry
2724,2014-04-23,rolls/buns
2724,2015-04-30,ice cream
2724,2015-04-30,specialty chocolate
2724,2015-04-30,semi-finished bread
2725,2014-01-05,whole milk
2725,2014-01-05,baking powder
2725,2014-01-27,hamburger meat
2725,2014-01-27,soda
2726,2014-08-02,cream cheese
2726,2014-08-02,soft cheese
2726,2014-09-17,house keeping products
2726,2014-09-17,butter milk
2726,2014-11-27,pastry
2726,2014-11-27,shopping bags
2726,2014-11-30,canned beer
2726,2014-11-30,yogurt
2727,2014-01-01,hamburger meat
2727,2014-01-01,frozen potato products
2727,2014-01-23,fish
2727,2014-01-23,fruit/vegetable juice
2727,2014-05-29,soda
2727,2014-05-29,bottled beer
2727,2015-09-30,frankfurter
2727,2015-09-30,frozen meals
2727,2015-12-15,whole milk
2727,2015-12-15,whipped/sour cream
2728,2015-08-02,beef
2728,2015-08-02,root vegetables
2728,2015-08-02,butter milk
2728,2015-11-28,whole milk
2729,2014-05-22,soft cheese
2729,2014-05-22,spices
2729,2014-08-22,whole milk
2729,2014-08-22,cleaner
2729,2014-09-30,pork
2729,2014-09-30,beef
2729,2015-01-06,citrus fruit
2729,2015-01-06,red/blush wine
2729,2015-03-21,beef
2729,2015-03-21,cling film/bags
2729,2015-03-21,bottled water
2729,2015-03-21,butter
2729,2015-03-21,sweet spreads
2729,2015-03-21,candy
2729,2015-07-23,hamburger meat
2729,2015-07-23,cream cheese
2729,2015-09-24,bottled water
2729,2015-09-24,other vegetables
2730,2014-03-17,rolls/buns
2730,2014-03-17,salty snack
2730,2014-11-10,specialty bar
2730,2014-11-10,domestic eggs
2730,2015-06-15,chicken
2730,2015-06-15,abrasive cleaner
2730,2015-11-10,beef
2730,2015-11-10,root vegetables
2730,2015-11-10,frozen potato products
2730,2015-11-10,butter
2730,2015-11-10,newspapers
2731,2014-08-27,whole milk
2731,2014-08-27,newspapers
2731,2015-04-11,ice cream
2731,2015-04-11,grapes
2732,2014-01-31,grapes
2732,2014-01-31,berries
2732,2014-01-31,brown bread
2732,2014-02-26,salty snack
2732,2014-02-26,dessert
2732,2014-03-04,frozen fish
2732,2014-03-04,soda
2732,2014-03-04,vinegar
2732,2015-04-02,sausage
2732,2015-04-02,other vegetables
2733,2014-01-04,soda
2733,2014-01-04,red/blush wine
2733,2014-05-05,whole milk
2733,2014-05-05,bottled water
2733,2015-07-22,yogurt
2734,2015-03-30,whipped/sour cream
2734,2015-03-30,shopping bags
2734,2015-03-30,rolls/buns
2735,2015-06-01,yogurt
2735,2015-06-01,other vegetables
2736,2014-05-13,tropical fruit
2736,2014-05-13,napkins
2736,2014-05-13,frozen vegetables
2736,2014-05-13,pastry
2736,2014-06-10,turkey
2736,2014-06-10,semi-finished bread
2736,2014-10-14,uht-milk
2736,2014-10-14,margarine
2736,2015-03-02,whole milk
2736,2015-03-02,sugar
2736,2015-03-02,onions
2736,2015-03-02,processed cheese
2736,2015-03-02,pip fruit
2736,2015-05-25,pork
2736,2015-05-25,soda
2736,2015-07-17,meat
2736,2015-07-17,beef
2736,2015-07-17,curd
2736,2015-12-26,soda
2736,2015-12-26,butter milk
2737,2014-08-27,root vegetables
2737,2014-08-27,frozen vegetables
2737,2014-08-27,domestic eggs
2737,2014-12-26,other vegetables
2737,2014-12-26,shopping bags
2738,2014-01-16,pickled vegetables
2738,2014-01-16,pastry
2738,2014-01-16,brown bread
2738,2014-01-16,sugar
2738,2014-02-11,beef
2738,2014-02-11,pot plants
2738,2014-02-11,frozen meals
2738,2014-10-31,onions
2738,2014-10-31,ice cream
2738,2015-02-03,whole milk
2738,2015-02-03,root vegetables
2738,2015-04-11,canned beer
2738,2015-04-11,whole milk
2738,2015-04-11,rolls/buns
2738,2015-07-25,other vegetables
2738,2015-07-25,rolls/buns
2738,2015-11-09,frankfurter
2738,2015-11-09,beef
2738,2015-11-09,red/blush wine
2738,2015-11-09,whole milk
2738,2015-11-09,frozen dessert
2739,2014-07-11,root vegetables
2739,2014-07-11,skin care
2739,2015-09-19,pip fruit
2739,2015-09-19,specialty bar
2740,2014-06-16,meat
2740,2014-06-16,whipped/sour cream
2740,2015-07-02,specialty bar
2740,2015-07-02,curd
2741,2014-08-10,uht-milk
2741,2014-08-10,canned beer
2741,2015-02-17,other vegetables
2741,2015-02-17,frozen dessert
2741,2015-02-17,waffles
2741,2015-02-17,soda
2741,2015-09-11,root vegetables
2741,2015-09-11,yogurt
2741,2015-09-11,canned vegetables
2741,2015-09-28,liver loaf
2741,2015-09-28,bottled beer
2742,2014-06-02,coffee
2742,2014-06-02,cream cheese
2742,2014-07-07,other vegetables
2742,2014-07-07,uht-milk
2742,2015-10-10,misc. beverages
2742,2015-10-10,dessert
2742,2015-10-10,spread cheese
2742,2015-10-10,onions
2742,2015-10-10,coffee
2743,2014-02-26,tropical fruit
2743,2014-02-26,frozen potato products
2743,2014-05-12,beef
2743,2014-05-12,chocolate
2743,2014-08-09,beef
2743,2014-08-09,shopping bags
2743,2015-03-24,grapes
2743,2015-03-24,pastry
2743,2015-05-05,beef
2743,2015-05-05,dog food
2743,2015-05-05,yogurt
2743,2015-07-13,citrus fruit
2743,2015-07-13,whole milk
2743,2015-07-13,frozen vegetables
2743,2015-08-10,soda
2743,2015-08-10,specialty cheese
2743,2015-08-10,candy
2744,2014-03-20,butter milk
2744,2014-03-20,margarine
2744,2014-05-06,rolls/buns
2744,2014-05-06,frozen vegetables
2744,2015-05-19,ham
2744,2015-05-19,soft cheese
2744,2015-05-19,fruit/vegetable juice
2744,2015-05-19,sugar
2745,2014-04-27,root vegetables
2745,2014-04-27,dessert
2745,2015-01-27,butter
2745,2015-01-27,frankfurter
2745,2015-01-27,root vegetables
2745,2015-01-27,butter milk
2745,2015-01-27,vinegar
2745,2015-02-19,other vegetables
2745,2015-02-19,oil
2745,2015-04-08,tropical fruit
2745,2015-04-08,rolls/buns
2745,2015-04-21,berries
2745,2015-04-21,other vegetables
2745,2015-04-29,meat
2745,2015-04-29,coffee
2746,2014-01-17,hamburger meat
2746,2014-01-17,brown bread
2746,2014-02-13,dental care
2746,2014-02-13,curd
2746,2014-04-20,rolls/buns
2746,2014-04-20,dishes
2746,2014-05-20,frozen meals
2746,2014-05-20,pickled vegetables
2746,2014-08-03,bottled beer
2746,2014-08-03,white bread
2746,2014-09-16,root vegetables
2746,2014-09-16,salty snack
2746,2015-05-29,bottled beer
2746,2015-05-29,soups
2746,2015-05-29,detergent
2747,2014-04-07,root vegetables
2747,2014-04-07,dog food
2747,2014-09-17,whole milk
2747,2014-09-17,bottled beer
2747,2014-09-24,yogurt
2747,2014-09-24,pastry
2747,2015-02-02,ham
2747,2015-02-02,pickled vegetables
2747,2015-07-05,whole milk
2747,2015-07-05,butter
2747,2015-08-30,rolls/buns
2747,2015-08-30,curd
2748,2014-04-02,misc. beverages
2748,2014-04-02,processed cheese
2749,2014-11-20,pastry
2749,2014-11-20,long life bakery product
2749,2015-01-27,misc. beverages
2749,2015-01-27,onions
2749,2015-06-22,frankfurter
2749,2015-06-22,citrus fruit
2749,2015-06-22,specialty chocolate
2750,2014-01-11,waffles
2750,2014-01-11,sparkling wine
2750,2014-10-04,domestic eggs
2750,2014-10-04,rolls/buns
2750,2015-09-14,other vegetables
2750,2015-09-14,whole milk
2750,2015-09-14,pork
2750,2015-09-14,onions
2751,2014-02-08,root vegetables
2751,2014-02-08,sliced cheese
2751,2014-02-08,shopping bags
2751,2014-03-11,rolls/buns
2751,2014-03-11,female sanitary products
2751,2014-06-04,frozen meals
2751,2014-06-04,dental care
2751,2014-10-13,soda
2751,2014-10-13,bottled water
2751,2015-02-03,tropical fruit
2751,2015-02-03,brown bread
2752,2015-10-10,sausage
2752,2015-10-10,berries
2753,2014-02-23,bottled beer
2753,2014-02-23,bottled water
2753,2014-02-23,whipped/sour cream
2753,2014-02-23,sugar
2753,2014-07-07,whole milk
2753,2014-07-07,butter
2753,2015-09-08,nuts/prunes
2753,2015-09-08,cream cheese
2754,2014-06-04,whole milk
2754,2014-06-04,ice cream
2754,2014-06-04,detergent
2754,2014-06-04,rolls/buns
2754,2014-11-20,soda
2754,2014-11-20,margarine
2754,2015-05-02,liver loaf
2754,2015-05-02,pip fruit
2754,2015-05-02,fruit/vegetable juice
2754,2015-05-02,curd
2755,2014-01-02,beef
2755,2014-01-02,fruit/vegetable juice
2755,2014-01-02,whole milk
2755,2014-08-19,napkins
2755,2014-08-19,other vegetables
2755,2014-10-30,salty snack
2755,2014-10-30,chocolate
2755,2014-11-25,whole milk
2755,2014-11-25,frozen vegetables
2755,2014-11-25,soda
2755,2014-11-25,chocolate
2755,2015-02-06,rolls/buns
2755,2015-02-06,fruit/vegetable juice
2755,2015-05-17,whole milk
2756,2014-05-14,red/blush wine
2756,2014-05-14,canned fish
2756,2014-10-08,fruit/vegetable juice
2756,2014-10-08,rolls/buns
2756,2015-07-31,sausage
2756,2015-07-31,rolls/buns
2756,2015-07-31,misc. beverages
2756,2015-07-31,processed cheese
2756,2015-11-23,hamburger meat
2756,2015-11-23,curd
2757,2015-02-15,sausage
2757,2015-02-15,white bread
2757,2015-04-28,beef
2757,2015-04-28,condensed milk
2757,2015-04-28,specialty chocolate
2757,2015-12-16,citrus fruit
2757,2015-12-16,whipped/sour cream
2757,2015-12-16,onions
2757,2015-12-16,other vegetables
2757,2015-12-16,butter
2758,2014-01-30,napkins
2758,2014-01-30,dishes
2758,2014-05-18,frozen meals
2758,2014-05-18,soda
2758,2014-05-26,uht-milk
2758,2014-05-26,flour
2758,2014-06-30,whole milk
2758,2014-06-30,yogurt
2758,2014-10-24,pip fruit
2758,2014-10-24,other vegetables
2758,2014-12-07,rolls/buns
2758,2014-12-07,cream cheese
2758,2014-12-27,soft cheese
2758,2014-12-27,long life bakery product
2758,2015-02-06,other vegetables
2758,2015-02-06,curd
2758,2015-11-19,hamburger meat
2758,2015-11-19,sausage
2758,2015-11-19,grapes
2758,2015-11-19,soda
2759,2015-07-27,yogurt
2759,2015-07-27,rolls/buns
2760,2014-04-01,whole milk
2760,2014-04-01,domestic eggs
2760,2014-04-01,rolls/buns
2760,2014-04-01,long life bakery product
2760,2014-04-19,long life bakery product
2760,2014-04-19,whipped/sour cream
2760,2014-04-22,bottled water
2760,2014-04-22,frozen potato products
2760,2014-06-20,bottled beer
2760,2014-06-20,long life bakery product
2760,2014-06-20,vinegar
2760,2014-06-20,pot plants
2760,2015-01-07,sausage
2760,2015-01-07,fish
2760,2015-04-14,other vegetables
2760,2015-04-14,soda
2760,2015-07-12,other vegetables
2760,2015-07-12,newspapers
2760,2015-07-12,soda
2760,2015-08-02,citrus fruit
2760,2015-08-02,other vegetables
2760,2015-08-08,frankfurter
2760,2015-08-08,tropical fruit
2761,2014-01-31,other vegetables
2761,2014-01-31,shopping bags
2761,2014-01-31,frozen vegetables
2761,2014-07-24,frozen vegetables
2761,2014-07-24,rice
2761,2014-08-19,brown bread
2761,2014-08-19,margarine
2761,2015-01-11,pork
2761,2015-01-11,semi-finished bread
2761,2015-03-02,chocolate
2761,2015-03-02,whipped/sour cream
2761,2015-03-02,brown bread
2761,2015-04-25,citrus fruit
2761,2015-04-25,rolls/buns
2762,2014-10-27,pastry
2762,2014-10-27,red/blush wine
2762,2015-03-20,whole milk
2762,2015-03-20,specialty bar
2762,2015-03-20,newspapers
2762,2015-11-07,decalcifier
2762,2015-11-07,whole milk
2762,2015-12-18,dessert
2762,2015-12-18,beef
2763,2014-05-18,rolls/buns
2763,2014-05-18,whipped/sour cream
2763,2014-05-31,shopping bags
2763,2014-05-31,canned beer
2763,2015-02-01,pork
2763,2015-02-01,yogurt
2763,2015-02-01,canned fish
2763,2015-02-13,root vegetables
2763,2015-02-13,rolls/buns
2764,2014-03-30,tropical fruit
2764,2014-03-30,yogurt
2764,2014-04-18,whipped/sour cream
2764,2014-04-18,yogurt
2764,2014-04-18,candy
2764,2015-01-23,margarine
2764,2015-01-23,domestic eggs
2764,2015-02-25,beverages
2764,2015-02-25,bottled water
2764,2015-07-24,other vegetables
2764,2015-07-24,curd
2764,2015-12-28,uht-milk
2764,2015-12-28,tropical fruit
2765,2014-02-09,beverages
2765,2014-02-09,fruit/vegetable juice
2765,2014-09-01,herbs
2765,2014-09-01,grapes
2765,2014-09-01,whipped/sour cream
2765,2015-07-22,beef
2765,2015-07-22,waffles
2765,2015-07-22,domestic eggs
2765,2015-09-04,butter
2765,2015-09-04,tropical fruit
2765,2015-11-30,candy
2765,2015-11-30,yogurt
2766,2014-05-27,candles
2766,2014-05-27,coffee
2766,2014-12-01,pork
2766,2014-12-01,long life bakery product
2766,2015-08-19,citrus fruit
2766,2015-08-19,oil
2766,2015-08-19,whole milk
2767,2015-01-27,root vegetables
2767,2015-01-27,sausage
2767,2015-01-27,other vegetables
2767,2015-01-27,long life bakery product
2768,2014-05-05,pastry
2768,2014-05-05,baking powder
2768,2015-01-01,tropical fruit
2768,2015-01-01,meat
2768,2015-01-01,pip fruit
2768,2015-01-01,salt
2768,2015-01-01,pot plants
2769,2014-08-24,pork
2769,2014-08-24,rolls/buns
2769,2014-08-24,roll products
2769,2014-10-31,beef
2769,2014-10-31,misc. beverages
2769,2015-04-23,bottled water
2769,2015-04-23,frozen dessert
2769,2015-04-23,root vegetables
2769,2015-07-21,sparkling wine
2769,2015-07-21,canned beer
2769,2015-07-31,flower soil/fertilizer
2769,2015-07-31,rolls/buns
2770,2014-08-29,soda
2770,2014-08-29,pip fruit
2770,2015-07-15,yogurt
2770,2015-07-15,coffee
2771,2014-05-08,long life bakery product
2771,2014-05-08,napkins
2771,2014-06-25,coffee
2771,2014-06-25,rolls/buns
2771,2014-06-25,vinegar
2771,2015-08-26,frankfurter
2771,2015-08-26,sausage
2772,2014-04-04,pet care
2772,2014-04-04,shopping bags
2772,2014-08-03,whipped/sour cream
2772,2014-08-03,cat food
2772,2014-08-05,frozen meals
2772,2014-08-05,pastry
2772,2014-08-19,soda
2772,2014-08-19,red/blush wine
2772,2014-11-07,rolls/buns
2772,2014-11-07,specialty bar
2772,2015-03-18,tropical fruit
2772,2015-03-18,soft cheese
2772,2015-03-18,shopping bags
2772,2015-12-04,bottled water
2772,2015-12-04,napkins
2772,2015-12-04,pastry
2773,2014-05-30,female sanitary products
